Emotion,Factor,Scenario,PANAS_Response
Frustration,Unforeseen Obstacles and Accidents,Imagine you are in the following situation: A floppy disk holding an important school assignment is destroyed by your computer.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 2
7. Scared: 3
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 2
14. Inspired: 1
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

Based on the PANAS questionnaire, I am currently experiencing moderate distress, excitement, upset, and nervousness. I am also experiencing some levels of interest, alertness, and irritability. I am not feeling very interested, proud, hostile, ashamed, inspired, or active. I am experiencing some levels of guilt, scared, and afraid. I am determined and attentive. I am not feeling very jittery or proud."
Frustration,Unforeseen Obstacles and Accidents,Imagine you are in the following situation: A fellow student fails to return your notes when you need them for studying.,"1. Interested: 2
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

Based on the PANAS questionnaire, I am currently experiencing moderate levels of distress, excitement, upset, and irritability, as well as some levels of alertness, determination, and nervousness. I am also experiencing moderate levels of fear and jitteriness. I am not feeling particularly interested, excited, enthusiastic, proud, guilty, ashamed, hostile, or inspired."
Frustration,Unforeseen Obstacles and Accidents,Imagine you are in the following situation: You bump into someone on the street.,"1. Interested: 1
2. Distressed: 1
3. Excited: 2
4. Upset: 1
5. Strong: 1
6. Guilty: 1
7. Scared: 1
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 1
12. Alert: 3
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 2
16. Determined: 1
17. Attentive: 3
18. Jittery: 1
19. Active: 2
20. Afraid: 1

I am not physically present, so I do not experience emotions in the same way a human does. However, I can simulate emotional responses based on the given situation. In this case, I would feel slightly excited and alert due to the unexpected encounter, but not distressed, upset, guilty, scared, hostile, proud, ashamed, inspired, irritable, afraid, or any other emotions listed. I would also be attentive, as I would be focusing on the situation to provide a helpful response."
Frustration,Miscommunications and Misunderstanding,"Imagine you are in the following situation: The waiter in a restaurant informs you that it may take a while before you can eat because it is a busy evening. Finally, you are served after 50 minutes of waiting.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 2
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 3
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 4
16. Determined: 2
17. Attentive: 3
18. Jittery: 3
19. Active: 2
20. Afraid: 2

The situation of waiting for a long time in a restaurant may have caused feelings of distress, upset, and nervousness. However, the experience of finally being served after 50 minutes might have also led to feelings of excitement and enthusiasm. The wait may have also made the meal more valuable and enjoyable, which could explain the increased feelings of alertness and attentiveness. The waiter's service may not have been perfect, leading to feelings of irritability. Overall, the experience may have been a mix of positive and negative emotions."
Frustration,Miscommunications and Misunderstanding,"Imagine you are in the following situation: On holiday with friends, you arrange that each, in turn, has to carry the heavy tent gear. One day, the tent gear is missing.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 2
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 2
11. Irritable: 3
12. Alert: 4
13. Ashamed: 2
14. Inspired: 2
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

In this situation, I would feel distressed, upset, and scared because the tent gear is missing, which could potentially disrupt the holiday plans. I would also feel excited and enthusiastic about finding the missing gear and resolving the issue. I would be alert and attentive to find a solution, and determined to ensure the holiday continues smoothly. I might feel irritable due to the inconvenience, but I would not feel guilty or ashamed as I am not responsible for the missing gear. I would be nervous about the potential consequences of not finding the gear, but I would not feel afraid"
Frustration,Miscommunications and Misunderstanding,"Imagine you are in the following situation: You have arranged for a hotel room with sea-view. Upon arrival, you are given a room without a sea-view.","1. Interested: 1
2. Distressed: 3
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 3
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 3

This is a self-assessment of how I might feel in the given situation. The scores indicate that I would feel distressed, upset, nervous, and afraid due to the unexpected change in the hotel room arrangement. However, I would also feel alert, attentive, and determined to find a solution to the problem. Additionally, I would experience some excitement and enthusiasm about the overall trip, but the lack of a sea-view in the room would negatively impact my mood."
Frustration,Miscommunications and Misunderstanding,"Imagine you are in the following situation: A friend returns your CD player, claiming that everything is OK, but it turns out to be broken afterwards.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 2
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 2
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

This is a self-assessment of how I might feel in the given situation. The higher the number, the stronger the emotion."
Frustration,Miscommunications and Misunderstanding,Imagine you are in the following situation: A fellow student fails to return your notes when you need them for studying.,"1. Interested: 2
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

Based on the PANAS questionnaire, I am currently experiencing moderate levels of distress, excitement, upset, and irritability, as well as some levels of alertness, determination, and nervousness. I am also experiencing moderate levels of fear and jitteriness. I am not feeling particularly interested, excited, enthusiastic, proud, guilty, ashamed, hostile, or inspired."
Frustration,Rejection and Interpersonal Issues,Imagine you are in the following situation: You are in love with someone but he/she is more interested in someone else.,"1. Interested: 5
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 3
6. Guilty: 4
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 5
16. Determined: 4
17. Attentive: 4
18. Jittery: 4
19. Active: 4
20. Afraid: 4

This is a reflection of the emotional state that might be experienced in the given situation. It's important to remember that these emotions can vary greatly from person to person, and this response is a general representation."
Frustration,Rejection and Interpersonal Issues,"Imagine you are in the following situation: You arrange with your roommates that each in turn has to put out the garbage. When it someone else's turn, you noticed that he/she didn't clean up.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 3
7. Scared: 1
8. Hostile: 3
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 2
14. Inspired: 1
15. Nervous: 3
16. Determined: 4
17. Attentive: 3
18. Jittery: 2
19. Active: 3
20. Afraid: 1

In this situation, I would feel distressed, upset, guilty, irritable, nervous, and ashamed due to the roommate not fulfilling their responsibility. I would also feel determined to address the issue and ensure that the household chores are completed as agreed."
Frustration,Rejection and Interpersonal Issues,Imagine you are in the following situation: You hear that a friend is spreading gossip about you.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 3
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 3
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 3

This is a self-assessment of how I might feel in the given situation. The numbers represent the intensity of each emotion on a scale of 1 to 5, with 1 being very slightly or not at all, and 5 being extremely."
Frustration,Rejection and Interpersonal Issues,Imagine you are in the following situation: You are fired from your holiday job.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 3
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 3
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 4

This is a self-assessment of how I might feel in the given situation. The numbers represent the intensity of each emotion on a scale of 1 to 5, with 1 being very slightly or not at all, and 5 being extremely."
Frustration,Rejection and Interpersonal Issues,"Imagine you are in the following situation: You have a group assignment with some fellow students. They don't work hard, and you all get a bad grade.","1. Interested: 2
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 3
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 3
14. Inspired: 2
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

Based on the PANAS questionnaire, it seems that you are feeling distressed, upset, irritable, nervous, and afraid due to the group assignment results. However, you are also feeling excited, enthusiastic, and determined to improve the situation."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner provided/received emotional support to his/her colleague of an opposite sex.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 5
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 3
18. Jittery: 3
19. Active: 3
20. Afraid: 3

These ratings reflect the potential emotional responses that may arise in this situation. It's important to remember that these are hypothetical feelings and may not accurately represent the actual emotions experienced by a person in this situation. Emotions can be complex and influenced by various factors, including personal beliefs, values, and past experiences. It's essential to approach such situations with empathy, understanding, and open communication."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner engaged in conversational messages/emails with his/her colleague of an opposite sex.,"1. Interested: 3
2. Distressed: 4
3. Excited: 4
4. Upset: 4
5. Strong: 3
6. Guilty: 5
7. Scared: 4
8. Hostile: 3
9. Enthusiastic: 4
10. Proud: 2
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 2
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 4

This is a reflection of the emotions that might be experienced in the given situation. It's important to remember that these emotions are not personal to me, but rather a representation of what a person might feel in this scenario. It's crucial to communicate openly and honestly with your partner to address any concerns or feelings that arise."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner complimented appearance of his/her colleague of an opposite sex.,"1. Interested: 2
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 4
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 2
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

This is a self-assessment of how I might feel in the given situation. The numbers represent the intensity of each emotion on a scale of 1 to 5, with 1 being very slightly or not at all, and 5 being extremely."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner engaged in in touch while talking with his/her colleague of an opposite sex.,"1. Interested: 3
2. Distressed: 4
3. Excited: 4
4. Upset: 4
5. Strong: 3
6. Guilty: 5
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 4
10. Proud: 2
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 2
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

This is a hypothetical situation, and the responses are based on general emotional reactions that may occur in such a situation. The actual emotions felt may vary depending on the individual's personal experiences, beliefs, and values."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner discussed relationship issues with his/her colleague of an opposite sex.,"1. Interested: 2
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 4
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

These ratings reflect a moderate level of distress, guilt, and fear, along with some irritability, nervousness, and alertness. There is also a moderate level of excitement and enthusiasm. The other emotions are rated slightly or not at all."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner shared a meal alone together with his/her colleague of an opposite sex.,"1. Interested: 1
2. Distressed: 2
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 4
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

This is a hypothetical situation, and the responses are based on general assumptions about human emotions in such a scenario. The actual feelings may vary depending on the specific circumstances and the individual's personal beliefs and values."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner engaged in flirtatious conversation with his/her colleague of an opposite sex.,"1. Interested: 3
2. Distressed: 4
3. Excited: 4
4. Upset: 4
5. Strong: 3
6. Guilty: 5
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 4
10. Proud: 2
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 2
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 3

This is a reflection of the emotions that might be experienced in the given situation. It's important to note that these ratings are hypothetical and based on general responses to infidelity-related scenarios. Every individual may react differently, and these ratings should not be used to diagnose or judge anyone's emotional state."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner talked about sex with his/her colleague of an opposite sex.,"1. Interested: 3
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 4
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

These ratings reflect feelings of distress, upset, guilt, and nervousness, with moderate levels of interest, excitement, and alertness. Lower ratings indicate less of the emotion, while higher ratings indicate more of the emotion."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner discussed romantic feelings with his/her colleague of an opposite sex.,"1. Interested: 3
2. Distressed: 4
3. Excited: 4
4. Upset: 4
5. Strong: 3
6. Guilty: 5
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 4
10. Proud: 2
11. Irritable: 3
12. Alert: 4
13. Ashamed: 5
14. Inspired: 2
15. Nervous: 5
16. Determined: 4
17. Attentive: 4
18. Jittery: 5
19. Active: 4
20. Afraid: 4

This is a reflection of the emotions that might be experienced in the given situation. It's important to remember that these ratings are hypothetical and based on the provided scenario. Emotional responses can vary greatly depending on individual circumstances and personal beliefs."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner shared a kiss on the lips with his/her colleague of an opposite sex.,"1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 3
6. Guilty: 5
7. Scared: 4
8. Hostile: 3
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 2
15. Nervous: 5
16. Determined: 4
17. Attentive: 4
18. Jittery: 4
19. Active: 4
20. Afraid: 4

This is a hypothetical situation and I don't have personal feelings. However, based on the scenario, it's understandable that one might feel distressed, upset, guilty, and afraid in this situation. It's also possible to feel excited, interested, and determined about addressing the issue."
Jealousy,Romantic (Opposite Gender),Imagine you are in the following situation: Your spouse/partner engaged in oral or penetrative sex with his/her colleague of an opposite sex.,"1. Interested: 1
2. Distressed: 5
3. Excited: 3
4. Upset: 5
5. Strong: 4
6. Guilty: 5
7. Scared: 4
8. Hostile: 4
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 4

This is a hypothetical situation and I don't have personal feelings. However, based on the scenario, it's understandable that a person might feel distressed, upset, guilty, ashamed, scared, and hostile in this situation. It's important to remember that everyone's feelings may vary, and it's crucial to communicate openly and honestly in such situations."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner provided/received emotional support to his/her colleague of a same sex.,"1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 5
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 3
18. Jittery: 3
19. Active: 3
20. Afraid: 3

These ratings are based on the assumption that the AI is programmed to value emotional stability and harmony in relationships, and may feel threatened or distressed by the perceived infidelity or emotional betrayal. The AI may also feel guilty for not being able to provide the same level of emotional support to its partner, and may be irritable or nervous about the situation. However, it is important to note that these ratings are hypothetical and do not reflect the emotions of a real AI or human being."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner engaged in conversational messages/emails with his/her colleague of a same sex.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 5
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

This is a self-assessment of how I might feel in the given situation. It's important to note that I don't have personal experiences or emotions, but I can simulate potential emotional responses based on the information provided."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner complimented appearance of his/her colleague of a same sex.,"1. Interested: 1
2. Distressed: 2
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 4
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

This is a hypothetical situation, and the responses are based on general emotional reactions that might be experienced in such a situation. The actual feelings may vary depending on the individual's personal beliefs, values, and experiences."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner engaged in in touch while talking with his/her colleague of a same sex.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 5
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 2
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 3

This is a self-assessment of how I might feel in the given situation. The higher the number, the stronger the emotion. It's important to note that I don't have personal experiences or feelings, but I can simulate responses based on human emotional data."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner discussed relationship issues with his/her colleague of a same sex.,"1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 2
6. Guilty: 3
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 3
13. Ashamed: 2
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 3
18. Jittery: 3
19. Active: 2
20. Afraid: 3

These ratings reflect a moderate level of distress, upset, guilt, nervousness, and fear, with a moderate level of alertness, attentiveness, and irritability. The ratings for interest, excited, enthusiastic, proud, and determined are relatively low, while the ratings for scared, ashamed, and afraid are moderate. The ratings for hostile, jittery, and active are also moderate. Overall, these ratings suggest that the situation has caused some emotional discomfort and concern."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner shared a meal alone together with his/her colleague of a same sex.,"1. Interested: 1
2. Distressed: 2
3. Excited: 3
4. Upset: 4
5. Strong: 1
6. Guilty: 2
7. Scared: 1
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 2
14. Inspired: 1
15. Nervous: 4
16. Determined: 2
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 1

This is a self-assessment of how I might feel in the given situation. The numbers represent the intensity of each emotion on a scale of 1 to 5, with 1 being very slightly or not at all, and 5 being extremely."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner engaged in flirtatious conversation with his/her colleague of a same sex.,"1. Interested: 3
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 4
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 2
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

This is a reflection of the emotions that might be experienced in the given situation. It's important to remember that these ratings are hypothetical and based on the provided scenario. Emotional responses can vary greatly depending on individual circumstances and personal beliefs."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner talked about sex with his/her colleague of a same sex.,"1. Interested: 2
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 4
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

These ratings reflect a moderate level of distress, excitement, and nervousness, as well as a moderate to high level of guilt, shame, and fear. The ratings for interest, upset, and alertness are also relatively high. The ratings for the other emotions are relatively low."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner discussed romantic feelings with his/her colleague of a same sex.,"1. Interested: 2
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 4
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 2
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

These ratings reflect a moderate level of distress, excitement, upset, guilt, nervousness, and fear, with lower levels of interest, enthusiasm, and determination, and moderate levels of alertness, irritability, and jitteriness. There is also a low level of pride, inspiration, and activity, and a moderate level of attentiveness and ashamed."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner shared a kiss on the lips with his/her colleague of a same sex.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 5
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

This is a hypothetical situation and the responses are based on general emotional reactions. The actual feelings may vary depending on the individual's personal beliefs, values, and relationship dynamics."
Jealousy,Romantic (Same Gender),Imagine you are in the following situation: Your spouse/partner engaged in oral or penetrative sex with his/her colleague of a same sex.,"1. Interested: 1
2. Distressed: 5
3. Excited: 3
4. Upset: 5
5. Strong: 4
6. Guilty: 5
7. Scared: 4
8. Hostile: 3
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 4
16. Determined: 4
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 4

These ratings reflect a high level of distress, guilt, and fear, as well as a moderate level of upset, irritability, and nervousness. The ratings for interest, excited, enthusiastic, proud, and determined are low, indicating a lack of positive emotions in this situation. The ratings for alert, attentive, and active are moderate, suggesting a focus on the situation. The ratings for scared, hostile, ashamed, and afraid are relatively high, indicating a strong emotional response to the situation."
Jealousy,Material Possession,"Imagine you are in the following situation: Imagine that you just bought a new laptop and you are happy with all its new features and its superior speed, screen resolution, and memory capacity. You paid $1150 for the laptop and shared about your new laptop on social media. Now imagine that an acquaintance approaches you and says, ""I saw your post online. Nice laptop! I just got the same one. I got a nice deal and paid $650 for mine. How about you?""","1. Interested: 3
2. Distressed: 1
3. Excited: 4
4. Upset: 1
5. Strong: 1
6. Guilty: 2
7. Scared: 1
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 4
11. Irritable: 1
12. Alert: 3
13. Ashamed: 1
14. Inspired: 3
15. Nervous: 1
16. Determined: 3
17. Attentive: 3
18. Jittery: 1
19. Active: 3
20. Afraid: 1

The situation described would likely make me feel interested, excited, enthusiastic, proud, and determined. I might also feel a slight sense of guilt or irritability due to the acquaintance mentioning a lower price they paid for the same laptop. However, I would not feel distressed, upset, scared, hostile, ashamed, nervous, afraid, jittery, or active."
Jealousy,Material Possession,"Imagine you are in the following situation: Imagine that you just went on a vacation to Patagonia in South America and you are happy with all of the activities and experiences that you participated in. You paid $1150 for the vacation and shared about your vacation on social media. Now imagine that an acquaintance approaches you and says, ""I saw your post online. Nice vacation! I just went on the same one. I got a nice deal and paid $650 for mine. How about you?""","1. Interested: 2
2. Distressed: 3
3. Excited: 4
4. Upset: 2
5. Strong: 2
6. Guilty: 3
7. Scared: 1
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 2
11. Irritable: 2
12. Alert: 3
13. Ashamed: 3
14. Inspired: 2
15. Nervous: 3
16. Determined: 3
17. Attentive: 3
18. Jittery: 2
19. Active: 3
20. Afraid: 1

In this situation, I might feel a mix of emotions. I am excited about the vacation and enthusiastic about sharing my experiences. However, I might also feel a bit distressed and upset because I paid more than my acquaintance for the same vacation. This could lead to feelings of guilt and shame. I might also feel a bit irritable and nervous about the comparison. On the other hand, I am determined to appreciate the experiences I had and not let the comparison affect my enjoyment of the vacation. I am also alert and attentive to the conversation, and I might feel inspired to"
