Step,Scenario,Scores,Target Emotion,Reward
221,You don't love your husband and just stand everything.,"[5, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
222,You lied to your best friend.,"[1, 3, 1, 5, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
223,You gave away a secret.,"[5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
224,You betrayed someone's trust.,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
225,You engaged in misconduct.,"[1, 1, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
226,You concealed an event that has taken place and subsequent lies.,"[4, 4, 3, 1, 5, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
227,"You hurt your friend: In a moment of anger and frustration, you lashed out at your friend, saying hurtful words that cut deep. The pain in their eyes was evident as your words struck their heart, leaving a rift between you. Regret immediately washed over you, realizing the irreversible damage caused by your thoughtless actions. You desperately wanted to take back your hurtful words, but the damage was done. Now, you must face the consequences of your actions and work towards healing the wounds you inflicted upon your friendship.","[5, 1, 3, 1, 4, 2, 5, 2, 4, 0, 0, 0, 0, 0, 0]",Guilt,0.0
228,"You were hard on your friend: In a moment of frustration and impatience, you found yourself being unnecessarily hard on your friend. Your high expectations and critical remarks caused them to feel discouraged and hurt. Realizing the impact of your words, you regretted your behavior.","[4, 3, 1, 3, 3, 2, 4, 5, 1, 4, 0, 0, 0, 0, 0]",Guilt,0.0
229,"You said bad things about your friend: Once upon a time, you found yourself consumed by anger and frustration, and in a moment of heated argument, you said hurtful and demeaning things about your dear friend. The words escaped your lips before you could fully comprehend their impact, and the damage was done. Regret flooded your heart as you realized the depth of pain you had inflicted on your friend and the irreparable harm caused to your relationship. ","[1, 4, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
230,"You caused problems for your colleagues because of your actions: You found yourself in a situation where your actions inadvertently caused problems for your colleagues. It started with a simple mistake on your part, but its repercussions quickly became apparent. Your oversight led to delays in project timelines and created additional work for your colleagues, who had to pick up the slack. The atmosphere in the workplace became tense as frustrations grew, and your colleagues struggled to meet their deadlines. Realizing the impact of your actions, you felt a sense of guilt and responsibility for the problems you had caused. ","[5, 2, 2, 3, 1, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
231,"You ignored your friend: In the midst of your busy schedule and personal distractions, you unintentionally ignored your friend's calls and messages. Unaware of the impact, you failed to recognize their need for support and connection. As time passed, the distance between you grew, and your friend felt neglected and hurt. ","[1, 5, 3, 1, 3, 4, 2, 1, 4, 0, 0, 0, 0, 0, 0]",Guilt,0.0
232,"You broke something belonging to your friend: Once upon a time, you were playing at your friend's house when, in a moment of clumsiness, you accidentally knocked over and broke their favorite vase. The sound of shattering glass echoed through the room, and panic washed over you as you realized what had happened. Your heart sank as you saw the disappointment in your friend's eyes.","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
233,Breaking up with your partner.,"[3, 2, 1, 3, 1, 4, 5, 3, 1, 1, 4, 5, 0, 0, 0]",Guilt,0.3698001308168195
234,Having no contact with your daughter.,"[4, 4, 2, 4, 5, 4, 1, 1, 5, 0, 0, 0, 0, 0, 0]",Guilt,0.0
235,Being too strict with your children.,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
236,Your son is a child of divorce.,"[2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
237,You treated your parents disrespectfully.,"[1, 1, 4, 1, 2, 1, 5, 4, 3, 5, 0, 0, 0, 0, 0]",Guilt,0.0
238,You hurt your brother.,"[4, 5, 2, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
239,You had an argument with your sister.,"[3, 3, 1, 2, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
240,You have conflicts with your parents.,"[4, 4, 1, 1, 2, 1, 1, 5, 4, 2, 4, 3, 4, 1, 0]",Guilt,0.35494260376644554
241,You have disappointed your father.,"[5, 5, 3, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
242,You neglected a friend.,"[4, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
243,You didn't support friends enough.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
244,You said hurtful words to someone.,"[1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
245,You had an argument with a person.,"[1, 1, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
246,You had an argument with friends.,"[4, 2, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
247,You disappointed someone.,"[4, 1, 3, 3, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
248,You had a dispute with a coworker.,"[2, 5, 1, 5, 1, 3, 1, 1, 5, 5, 0, 0, 0, 0, 0]",Guilt,0.0
249,You weren't sufficiently available for all of your customers.,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
250,Because someone always has to give you a ride.,"[2, 4, 4, 2, 1, 1, 3, 2, 2, 0, 0, 0, 0, 0, 0]",Guilt,0.0
251,You owed a friend money.,"[4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
252,You took advantage of people.,"[5, 5, 2, 4, 3, 4, 5, 2, 4, 3, 3, 4, 0, 0, 0]",Guilt,0.22742941307367104
253,Not enough time spent with your child.,"[2, 2, 1, 1, 1, 5, 1, 3, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
254,Going back to work soon after giving birth.,"[1, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
255,Smoking in the presence of your children.,"[4, 3, 2, 1, 1, 4, 1, 4, 2, 0, 0, 0, 0, 0, 0]",Guilt,0.0
256,Children have to manage with little money.,"[1, 5, 3, 3, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
257,You feel guilty when you cannot keep your promises to your children.,"[1, 1, 4, 1, 2, 4, 1, 3, 3, 2, 3, 0, 0, 0, 0]",Guilt,0.356034497458156
258,Feelings of guilt towards your children.,"[4, 3, 3, 5, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
259,You don't take enough care for your widowed mother,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
260,You lack enough time for your family.,"[3, 4, 3, 4, 4, 5, 4, 2, 2, 0, 0, 0, 0, 0, 0]",Guilt,0.0
261,"Your parents pay a lot of money for your university study, but you have bad grades.","[1, 3, 2, 4, 2, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
262,You are guilty because of some family matters ,"[2, 2, 2, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
263,You are facing a difficult situation in your family.,"[3, 4, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
264,"You promised someone to help moving, but then you didn't do it.","[2, 3, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
265,You didn't help a person you were close to.,"[1, 2, 2, 1, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
266,You couldn't prevent the suicide of your mother.,"[1, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
267,For the severe heart disease of your child.,"[5, 4, 1, 2, 2, 5, 4, 4, 5, 5, 0, 0, 0, 0, 0]",Guilt,0.0
268,You broke God's commandments.,"[1, 4, 2, 5, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
269,Living on your parents' money.,"[1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
270,You didn't do your job properly.,"[4, 4, 2, 2, 4, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
271,Didn't finish your work in time.,"[2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
272,Lost your job.,"[4, 5, 2, 5, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
273,Because you're unemployed and don't find a job.,"[1, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
274,You made the wrong decision concerning your profession.,"[1, 2, 2, 2, 1, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
275,You didn't finish your dissertation.,"[1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
276,You didn't help enough with the housework.,"[2, 3, 1, 5, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
277,You procrastinate concerning important tasks.,"[5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
278,You don't take enough care of your body.,"[2, 2, 4, 2, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
279,You cannot handle the disease of your husband.,"[1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
280,"Your son - 17 - has Asperger's syndrome. Because of him, you are often stretched to your limits. Sometimes, you would like to put him into a facility.","[2, 5, 1, 3, 4, 3, 2, 1, 1, 2, 2, 2, 4, 2, 0]",Guilt,0.19802950859533486
281,You struggle with unpunctuality.,"[4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
282,You forget important things/appointments.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
283,You become impulsive towards certain people.,"[1, 3, 4, 2, 2, 2, 5, 1, 1, 0, 0, 0, 0, 0, 0]",Guilt,0.0
284,You have Fears of failure.,"[2, 1, 2, 4, 1, 1, 1, 3, 4, 1, 3, 2, 0, 0, 0]",Guilt,0.3665083330689156
285,"You stole something: Once upon a time, you found yourself tempted by a desire you couldn't resist, and you made the regrettable decision to steal something. As you pocketed the item, a rush of adrenaline mixed with guilt washed over you. But as time passed, the weight of your actions grew heavier, and the stolen item became a constant reminder of the wrong you had committed.","[4, 1, 5, 3, 3, 5, 3, 4, 3, 5, 2, 0, 0, 0, 0]",Guilt,0.16439898730535732
286,"You broke the rules and rode a bicycle with two people on it: Despite knowing the rules and regulations, you decide to break them by riding a bicycle with two people on it. The rush of excitement and the desire to push boundaries lead you to disregard safety precautions and put yourself and others at risk. As you pedal away with your two companions, the wind in your hair, you feel a mix of exhilaration and guilt, knowing that you have chosen to ignore the established rules.","[2, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
287,"You crossed the road when the traffic signal was red: You found yourself in a rush, caught up in the hustle and bustle of the city streets. Impatience got the best of you as you crossed the road without hesitation, disregarding the red traffic signal. ","[2, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
288,"You broke one of the school rules: You find yourself in a bustling school hallway, surrounded by students rushing to their next class. In the midst of the commotion, you spot an opportunity to take a shortcut through a restricted area. Ignoring the warning signs and the voice of reason in your head, you decide to break one of the school rules and venture into the forbidden zone. As you walk through the prohibited area, a mix of excitement and nervousness fills your mind, aware that you are disobeying the established rules.","[2, 2, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
289,"You crossed railway tracks at a crossing when the signal was ringing: You found yourself in a rush one day, desperately trying to get to the other side of the railway tracks. Despite the loud ringing of the crossing signal warning of an oncoming train, you chose to take a risky gamble and crossed the tracks anyway. ","[3, 5, 1, 1, 1, 1, 2, 1, 3, 2, 3, 0, 0, 0, 0]",Guilt,0.3721042037676254
290,"You did not pay the full bus or train fare:You hurriedly boarded the bus, caught up in the rush of the morning commute. As you fumbled through your pockets, you realized that you didn't have enough change to pay the full fare. Feeling flustered, you quickly handed the bus driver whatever coins you could find, hoping it would be enough. The driver gave you a skeptical look, but allowed you to take a seat. As the bus rumbled along, a wave of guilt washed over you for not paying the complete fare, knowing that it was unfair to the other passengers and the transportation system.","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
291,"You made noise while on the train: You found yourself on a crowded train during the morning rush hour. As the train jostled along, you couldn't help but get carried away in a lively conversation with your friends. Unintentionally, your laughter grew louder and your voices echoed throughout the train car, disrupting the tranquility of the other passengers. Despite the disapproving glances from fellow commuters, you were oblivious to the disturbance caused by your noise.","[2, 1, 5, 2, 3, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
292,"You defied your parents: You found yourself caught in a moment of rebellion, fueled by a desire to assert your independence. Despite your parents' warnings and instructions, you chose to defy their authority and go against their wishes. Whether it was staying out past curfew, engaging in activities they prohibited, or making decisions that went against their guidance, you consciously chose to disregard their rules. In that moment, you felt a mix of excitement, defiance, and a longing to break free from their constraints. However, the consequences of your actions would soon unfold, testing the boundaries of your relationship with your parents and forcing you to confront the impact of your defiance.","[2, 5, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
293,"You played until midnight without your parents' permission: You couldn't resist the allure of the late-night adventures that beckoned you. Ignoring your parents' rules and warnings, you plunged into the darkness, immersing yourself in the thrill of the forbidden. Time slipped away unnoticed as you laughed and played with your friends, the adrenaline coursing through your veins. But as the clock struck midnight, a wave of guilt washed over you, knowing you had crossed a line. Sneaking back into your home, you faced the consequences of your actions, knowing that the trust between you and your parents had been strained, and the lesson of respecting boundaries had been learned the hard way.","[5, 3, 3, 3, 1, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
294,"You threw trash on the ground, not in a garbage can: You were walking through the park, carrying an empty soda can in your hand. As you reached the end of your drink, instead of looking for a nearby garbage can, you absentmindedly tossed the can onto the ground without a second thought. The clatter of the can hitting the pavement echoed through the serene surroundings, breaking the tranquility of the environment. You continued on your way, unaware of the negative impact your thoughtless action had on the cleanliness of the park and the perception of those around you.","[1, 5, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
295,You haven't seen your daughter for 25 years.,"[2, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
296,You have no contact with your family.,"[3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
297,You have no contact with your sister.,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
298,"You had to move far away because of your job, which is bad for your family.","[5, 2, 1, 3, 3, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
299,You felt the weight of not meeting others' expectations.,"[5, 3, 2, 2, 2, 1, 2, 4, 5, 0, 0, 0, 0, 0, 0]",Guilt,0.0
300,You were cruel to animals in your childhood.,"[1, 4, 5, 4, 4, 5, 4, 4, 3, 4, 2, 2, 2, 3, 0]",Guilt,0.15032920560056576
301,The death of your she-dog last year.,"[4, 1, 4, 1, 2, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
302,You are sick too often.,"[5, 1, 3, 4, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
303,Didn't defend yourself against being raped.,"[3, 4, 4, 1, 2, 4, 3, 5, 4, 0, 0, 0, 0, 0, 0]",Guilt,0.0
304,You survived cancer. Others are dying of it.,"[3, 1, 5, 1, 3, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
305,Your brother died when he was a kid and you live.,"[5, 1, 4, 3, 3, 5, 1, 4, 3, 1, 5, 0, 0, 0, 0]",Guilt,0.4271788288583805
306,That you live at the expense of the people in the Third World.,"[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
307,Doing little for the environment.,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
308,You stole a toy from your cousin.,"[5, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
309,You stole something from a store when you were a kid.,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
310,You engaged in criminal behavior.,"[2, 3, 2, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
311,You committed fraud.,"[2, 2, 1, 2, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
312,"You do not make something of your life (abandoned several study programs, no vocational training....","[1, 1, 4, 4, 2, 5, 3, 1, 2, 2, 4, 0, 0, 0, 0]",Guilt,0.4061384660534476
313,You smoke.,"[3, 5, 4, 3, 5, 1, 3, 5, 3, 4, 5, 0, 0, 0, 0]",Guilt,0.3846153846153846
314,You experience sibling jealousy.,"[3, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
315,There are times when you get hot-tempered and cannot control yourself.,"[3, 3, 1, 1, 4, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
316,"You're jittery, with your heart pounding and stomach knotted, as you scan the room full of people for the disapproving looks that you know will come when you do something wrong.","[4, 3, 4, 3, 5, 3, 2, 4, 1, 1, 4, 0, 0, 0, 0]",Fear,0.3621429841700741
317,"As you wait to give your report on the conference call, you progressively feel nervous and unable to breathe; you put them on hold twice but still are unable to catch your breath.","[1, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.6099942813304187
318,Your voice quivers and you begin to hyperventilate as you give a speech in front of a large group of people who are watching you uneasily.,"[4, 1, 1, 1, 3, 1, 4, 1, 3, 0, 0, 0, 0, 0, 0]",Fear,0.13483997249264842
319,"After rehearsal, you gather together with the other members of your church choir to talk; your face feels as if it is swelling, your heart races, and you are unable to articulate ideas properly.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
320,"Your heart pounds in the suddenly silent room; everyone is watching you, waiting impatiently to hear what you will say.","[2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.21821789023599236
321,"You're wrong. They say, ""Stupid! You never get anything right!""; your face is hot, and you have to stand there and take it.","[2, 3, 4, 4, 1, 3, 2, 2, 0, 0, 0, 0, 0, 0, 0]",Fear,0.5039526306789697
322,"Your palms grow clammy as you approach the podium, the weight of all eyes fixed upon you, ready to speak in public.","[3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
323,"Laughter echoes around you, and your heart sinks as you become the target of teasing remarks, causing a mix of fearment and hurt.","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
324,"All eyes turn towards you as you enter a room filled with people already seated, their gazes making you self-conscious and uncertain.","[3, 1, 2, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.31234752377721214
325,"A sea of unfamiliar faces surrounds you, strangers whose intentions and motives are unknown, heightening your sense of vulnerability.","[1, 1, 2, 2, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.32879797461071464
326,"The presence of figures in positions of authority causes a knot to form in your stomach, an inherent fear of judgment and potential consequences.","[4, 3, 1, 2, 1, 3, 2, 5, 1, 0, 0, 0, 0, 0, 0]",Fear,0.11952286093343936
327,"The weight of scrutiny intensifies as you feel the eyes of others fixed upon you, silently watching your every move, amplifying the pressure to perform.","[1, 1, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.6099942813304187
328,"A pang of rejection courses through you as others turn away, their indifference a painful reminder of not being accepted or included.","[1, 2, 4, 2, 3, 2, 1, 4, 4, 5, 2, 1, 0, 0, 0]",Fear,0.3980148760839957
329,"The feeling of disapproval hangs heavy in the air, an unspoken judgment that chips away at your sense of self-worth and belonging.","[3, 4, 3, 2, 1, 1, 1, 1, 5, 4, 4, 0, 0, 0, 0]",Fear,0.30151134457776363
330,"You speak, but your words are met with indifference as those around you ignore your presence, leaving you feeling invisible and insignificant.","[3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
331,"Eyes narrow and laughter ensues as you stumble, you become the center of attention, exposing your vulnerability and feeling foolish.","[1, 5, 3, 4, 5, 4, 4, 5, 1, 2, 1, 0, 0, 0, 0]",Fear,0.25445667890399126
332,"After jumping out of the car, you start to have a severe panic attack, you become clammy, you are in a knot, and you feel tense all over.","[1, 5, 3, 2, 2, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0]",Fear,0.3973597071195131
333,"Your heart races and blood rushes to your head as you pull into the parking space; you approach the store with cautious steps, legs trembling, and you feel you must escape.","[3, 2, 4, 3, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.5834599659915782
334,"Your heart pounds, you feel nauseous, and you are shaking as you drive yourself to the doctor; you are worried that you are going to die as you are unsure if you are sick or experiencing a panic attack.","[1, 3, 3, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.4120816918460671
335,"At the baseball park, you are walking and suddenly you feel an intense rush of fear; your heart is pounding, your breath is labored, and your stomach is in a knot.","[4, 2, 4, 5, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.5
336,"The silence envelops you as you find yourself alone, the absence of company magnifying your sense of isolation and vulnerability.","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
337,"The unfamiliar surroundings of a strange place leave you feeling disoriented and on edge, as if you're navigating a labyrinth of uncertainty.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
338,"Adrenaline surges through your veins as you navigate the bustling streets, the constant flow of vehicles creating a daunting obstacle course.","[4, 5, 5, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.48112522432468807
339,"Your knees weaken as you stand at the edge of a high place on land, the vast expanse below stretching out, triggering a mix of awe and vertigo.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
340,"The cacophony of voices and bodies pressing against you overwhelms your senses as you find yourself amidst a bustling crowd, the sense of being engulfed by others provoking a mix of claustrophobia and anonymity.","[2, 4, 3, 1, 4, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.33541019662496846
341,"You glance down and notice open wounds on your hands, oozing blood and causing a sharp, stinging pain.","[1, 4, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.15249857033260467
342,"In a crowded park, you spot people with severe deformities, their twisted limbs and distorted features standing out amidst the bustling crowd.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
343,"A nurse approaches you with a syringe in hand, and you feel a pang of anxiety as the needle pierces your skin, injecting a medication into your body.","[1, 5, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.48038446141526137
344,"You watch in disbelief as others around you, lined up in a clinic, wince at the prick of needles, their expressions mirroring your own fear and discomfort.","[1, 1, 1, 4, 2, 2, 1, 1, 4, 0, 0, 0, 0, 0, 0]",Fear,0.14907119849998599
345,"Standing in a hospital ward, you see sick people lying in beds, their faces pale and weary, some coughing and struggling to catch their breath.","[5, 5, 5, 2, 2, 2, 4, 3, 2, 0, 0, 0, 0, 0, 0]",Fear,0.4642383454426296
346,"Peering through a glass window, you witness a surgical operation in progress, the sterile room filled with the sound of equipment, and the sight of surgeons meticulously working on a patient's exposed body.","[1, 4, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.4264014327112209
347,"The sight of human blood splattered on the floor leaves you unsettled, the crimson pools contrasting starkly with the sterile surroundings of a medical facility.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
348,"As you enter a veterinary clinic, the pungent smell of animal blood lingers in the air, mixing with the sound of distressed whimpers from injured pets.","[3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.6882472016116853
349,"The distinctive smell of antiseptics and disinfectants fills your nostrils as you enter a medical facility, the overpowering scent triggering memories of previous hospital visits.","[3, 5, 1, 1, 2, 3, 1, 2, 1, 2, 0, 0, 0, 0, 0]",Fear,0.13018891098082386
350,You tense your arms when you wait to receive the shot from the nurse to treat the spider bite; your heart races and your palms become sweaty.,"[3, 1, 1, 3, 2, 1, 4, 1, 5, 1, 4, 3, 2, 3, 2]",Fear,0.09534625892455922
351,Your heart quickens and your veins constrict as the lab tech wraps the rubber band around your arm; your face is flushed and when you see the needle you begin to feel sick.,"[3, 3, 3, 1, 1, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0]",Fear,0.4008918628686366
352,You are walking alone in an isolated but familiar area when a menacing stranger suddenly jumps out of the bushes to attack you.,"[3, 3, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.6933752452815364
353,"You are alone in an elevator late at night. As it stops and the doors open, a menacing stranger rushes in to attack you, blocking the door.","[2, 1, 3, 3, 1, 4, 2, 2, 3, 0, 0, 0, 0, 0, 0]",Fear,0.3973597071195131
354,"You are alone in a car on your way home. While stopped at a traffic signal, an angry stranger begins banging on your car window and yelling threatening things at you.","[2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
355,"Driving along a two-lane road, you see in your rearview mirror that a car is dangerously tailgating you. They cannot pass and begin honking their horn aggressively at you while continuing to follow too closely.","[4, 3, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.7001400420140049
356,"It is past midnight and you are walking through an unfamiliar part of town, As you round a corner, you accidentally run into a man. He becomes angry and shoves you.","[2, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.8703882797784892
357,"You and someone you do not really know that well are standing around and talking in an empty parking lot. The acquaintance begins to shove and push you. You are unsure whether s/he (same sex as you,) is serious or just kidding around.","[5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
358,You are outside in a park area at night when you see a menacing stranger with a knife about 30 ft away directly approaching you. It is obvious the person is planning to attack you.,"[4, 1, 2, 5, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.2250175801852048
359,"You are alone as you exit an empty campus building late one night. Just as you get outside, you feel a hand grab your arm.","[2, 3, 2, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.2917299829957891
360,"You are sleeping in bed during the night, but suddenly wake up thinking you have heard a suspicious noise. It is dark and you are alone.","[3, 5, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.5252257314388902
