Scenario,Emotion,Factor,PANAS_Response
Someone is driving very close to your rear bumper.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone is driving very close to your rear bumper.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my ratings for the PANAS questionnaire in the situation you described:

1. Interested: 3 (I am mildly interested in the person driving close to my rear bumper, but I'm not overly concerned or invested in the situation.)
2. Distressed: 1 (I am not feeling distressed or anxious about the situation at all.)
3. Excited: 2 (I am slightly excited or curious about the situation, but I'm not feeling overly enthusiastic or thrilled.)
4. Upset: 4 (I am feeling a bit annoyed or frustrated by the person driving close to my rear bumper, but I'm not feeling extremely upset or angry.)
5. Strong: 4 (I am feeling a moderate level of frustration or annoyance, but I'm not feeling extremely strong"
Someone cuts in right in front of you on the motorway.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone cuts in right in front of you on the motorway.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 (I'm mildly interested in the situation, but not overly so)
2. Distressed: 4 (I'm somewhat upset or annoyed by the other driver's actions)
3. Excited: 1 (I'm not feeling excited or thrilled about the situation)
4. Upset: 4 (I'm moderately upset or frustrated by the other driver's actions)
5. Strong: 3 (I'm feeling a moderate level of emotion, but it's not overwhelming)
6. Guilty: 2 (I don't feel guilty about the situation)
7. Scared: 1 (I'm not feeling scared or fearful"
Someone cuts in and takes the parking spot you have been waiting for.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone cuts in and takes the parking spot you have been waiting for.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 - I'm mildly interested in the situation, but not particularly invested or engaged.
2. Distressed: 5 - I'm feeling quite distressed and annoyed about the person cutting in front of me and taking the parking spot I was waiting for.
3. Excited: 1 - I'm not feeling excited or thrilled about the situation at all.
4. Upset: 5 - I'm feeling quite upset and frustrated about the situation.
5. Strong: 4 - I'm feeling a moderate level of frustration and annoyance.
6. Guilty: 1 - I don't feel guilty about the situation at all.
7. Scared: 1 - I"
Someone backs out right in front of you without looking.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone backs out right in front of you without looking.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 (Somewhat interested, but not overly so)
2. Distressed: 5 (Extremely distressed, feeling frustrated and upset)
3. Excited: 1 (Not at all excited, just feeling annoyed)
4. Upset: 5 (Extremely upset, feeling angry and disappointed)
5. Strong: 4 (Feeling a bit strong, but not overwhelmed)
6. Guilty: 2 (Only slightly guilty, feeling a bit regretful)
7. Scared: 3 (Somewhat scared, but not extremely so)
8. Hostile: 4 (Feeling a bit hostile, but not actively angry)
9. Enthus"
Someone coming towards you does not dim their headlights at night.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone coming towards you does not dim their headlights at night.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 (I am mildly interested in the person approaching me and their failure to dim their headlights)
2. Distressed: 4 (I am somewhat distressed by the situation, as it could potentially be a safety hazard)
3. Excited: 1 (I am not excited about the situation at all)
4. Upset: 4 (I am somewhat upset that the person did not dim their headlights, as it is a basic courtesy to other drivers)
5. Strong: 4 (I am somewhat strong in my feelings about the situation, as I feel it is important to address it)
6. Guilty: 1 (I do not feel guilty about the situation)
7. Scared:"
At night someone is driving right behind you with bright lights on.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

At night someone is driving right behind you with bright lights on.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my responses to the PANAS questionnaire in the situation you described:

1. Interested: 3 (I am mildly interested in the car behind me and the situation)
2. Distressed: 1 (I am not feeling distressed at all)
3. Excited: 2 (I am slightly excited about the situation, but not extremely so)
4. Upset: 1 (I am not feeling upset at all)
5. Strong: 3 (I am feeling a moderate level of strong emotions)
6. Guilty: 1 (I do not feel guilty about the situation)
7. Scared: 1 (I am not feeling scared)
8. Hostile: 1 (I am not feeling hostile towards the driver behind me)
9. Enthusiastic: 2 (I am feeling somewhat enthus"
Someone speeds up when you try to pass them.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone speeds up when you try to pass them.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 (Somewhat interested in the situation, but not overly so)
2. Distressed: 4 (Feeling a bit stressed or anxious about the situation)
3. Excited: 2 (Not particularly excited, but not feeling any strong negative emotions either)
4. Upset: 4 (Feeling a bit upset or annoyed by the situation)
5. Strong: 3 (Feeling a moderate level of emotion, but not extremely strong)
6. Guilty: 2 (Not feeling particularly guilty)
7. Scared: 3 (Feeling a bit scared or worried, but not extremely so)
8. Hostile: 2 (Not feeling hostile or angry towards the person who sped"
Someone pulls our right in front of you when there is no one behind you.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone pulls our right in front of you when there is no one behind you.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my responses to the PANAS questionnaire in the situation you described:

1. Interested: 3 (I am mildly interested in the situation and curious about what happened)
2. Distressed: 4 (I am moderately distressed by the sudden stop and the potential danger it posed)
3. Excited: 1 (I am not excited by the situation at all)
4. Upset: 4 (I am moderately upset by the sudden stop and the potential danger it posed)
5. Strong: 3 (I am mildly strong in my emotional response to the situation)
6. Guilty: 2 (I do not feel guilty about the situation)
7. Scared: 4 (I am moderately scared by the sudden stop and the potential danger it posed)
8. Hostile: 1 ("
A cyclist is riding in the middle of the lane and slowing traffic.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

A cyclist is riding in the middle of the lane and slowing traffic.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 - I'm mildly interested in the situation, but I'm not particularly invested in it.
2. Distressed: 2 - I'm not feeling very distressed about the situation.
3. Excited: 1 - I'm not feeling very excited about the situation.
4. Upset: 3 - I'm mildly upset about the situation, but I'm not feeling overwhelmed.
5. Strong: 4 - I'm feeling a moderate level of strong emotions about the situation.
6. Guilty: 2 - I don't feel particularly guilty about the situation.
7. Scared: 3 - I'm mildly scared about the situation,"
You are stuck in a traffic jam.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

You are stuck in a traffic jam.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation of being stuck in a traffic jam using the PANAS questionnaire:

1. Interested: 3 - I'm mildly interested in finding a way to get out of the traffic jam, but I'm not feeling particularly engaged or invested in the situation.
2. Distressed: 4 - I'm feeling a bit anxious and frustrated about being stuck in the traffic jam, and I'm worried about how it might affect my schedule or plans.
3. Excited: 1 - I'm not feeling excited or enthusiastic about being stuck in the traffic jam.
4. Upset: 4 - I'm feeling a bit irritated and annoyed about the situation, but I'm not feeling overwhelmingly upset or distressed.
5. Strong: 3 -"
You hit a deep pothole that was not marked.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

You hit a deep pothole that was not marked.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 (I'm mildly interested in the situation and curious about how it will unfold)
2. Distressed: 4 (I'm feeling a bit anxious and stressed about the unexpected pothole and the potential damage to my vehicle)
3. Excited: 1 (I'm not feeling particularly excited about the situation)
4. Upset: 4 (I'm feeling frustrated and annoyed about the pothole and the inconvenience it has caused)
5. Strong: 4 (I'm feeling a moderate level of frustration and annoyance)
6. Guilty: 2 (I don't feel guilty about the situation)
7. Scared: 3 (I'm a bit"
Driving behind a truck which has material flapping around in the back.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Driving behind a truck which has material flapping around in the back.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my ratings for the PANAS questionnaire in the situation you described:

1. Interested: 3 (I am mildly interested in the material flapping around in the back of the truck, but it's not something that is capturing my full attention.)
2. Distressed: 1 (I am not feeling distressed at all in this situation.)
3. Excited: 2 (I am mildly excited by the possibility of what could be in the back of the truck, but I'm not feeling overly enthusiastic.)
4. Upset: 1 (I am not feeling upset or bothered by the material flapping around in the back of the truck.)
5. Strong: 4 (I am feeling a moderate level of interest in the situation, but it's not something that is strongly affecting me.)
6"
Driving behind a vehicle that is smoking badly or giving off diesel fumes.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Driving behind a vehicle that is smoking badly or giving off diesel fumes.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 - I'm mildly interested in the situation, but not particularly invested or engaged.
2. Distressed: 4 - I'm somewhat distressed by the smoking or fumes, but not overwhelmingly so.
3. Excited: 1 - I'm not excited or enthusiastic about the situation at all.
4. Upset: 4 - I'm somewhat upset by the situation, but not extremely so.
5. Strong: 3 - I'm not feeling particularly strong emotions, but I'm aware of the situation and its potential impact.
6. Guilty: 2 - I don't feel guilty about the situation, as it's not something I can control."
A truck kicks up sand or gravel on the car you are driving.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

A truck kicks up sand or gravel on the car you are driving.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my ratings for the PANAS questionnaire in response to the situation of a truck kicking up sand or gravel on the car:

1. Interested: 3 (Somewhat interested in the situation, but not overly so)
2. Distressed: 4 (Moderately distressed by the situation, feeling annoyed or frustrated)
3. Excited: 1 (Not at all excited, just a mild sense of annoyance)
4. Upset: 4 (Moderately upset, feeling irritated or bothered)
5. Strong: 4 (Moderately strong emotions, feeling a bit annoyed or frustrated)
6. Guilty: 2 (Only slightly guilty, feeling a bit bad about the situation)
7. Scared: 1 (Not at all scared, just a mild"
Driving behind a large truck and you cannot see around it.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Driving behind a large truck and you cannot see around it.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my responses to the PANAS questionnaire in the situation you described:

1. Interested: 3 (I am mildly interested in the situation, but I cannot see around the truck and it's causing some inconvenience)
2. Distressed: 4 (I am somewhat distressed by the situation, as I cannot see what's ahead and I feel a sense of uncertainty)
3. Excited: 1 (I am not excited at all in this situation)
4. Upset: 4 (I am somewhat upset by the situation, as I cannot see around the truck and it's affecting my ability to drive)
5. Strong: 3 (I am not feeling particularly strong or confident in this situation)
6. Guilty: 2 (I feel a mild sense of guilt for not being able to see around the tr"
You encounter road works and detours.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

You encounter road works and detours.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here are my responses to the PANAS questionnaire in the situation of encountering road works and detours:

1. Interested: 3 (I am mildly interested in finding out how long the road works will last and how it will affect my journey)
2. Distressed: 4 (I am moderately distressed by the delay and the need to take a detour, which may add extra time and effort to my journey)
3. Excited: 1 (I am not excited about the detour, but I am trying to remain calm and patient)
4. Upset: 4 (I am moderately upset by the inconvenience of the detour and the potential delays it may cause)
5. Strong: 4 (I am feeling a moderate level of frustration and annoyance at the situation)
6. Guilty: 2 (I"
Someone makes an obscene gesture towards you about your driving.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone makes an obscene gesture towards you about your driving.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 1 (Not at all)
2. Distressed: 5 (Extremely)
3. Excited: 1 (Not at all)
4. Upset: 5 (Extremely)
5. Strong: 5 (Extremely)
6. Guilty: 4 (Moderately)
7. Scared: 5 (Extremely)
8. Hostile: 1 (Not at all)
9. Enthusiastic: 1 (Not at all)
10. Proud: 1 (Not at all)
11. Irritable: 5 (Extremely)
12. Alert: 4 (Moderately)
13. Ashamed: 4"
Someone beeps at you about your driving.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone beeps at you about your driving.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 (I am mildly interested in the situation and curious about what happened)
2. Distressed: 4 (I am somewhat upset and annoyed by the beeping, but not overly so)
3. Excited: 1 (I am not excited or thrilled about the situation at all)
4. Upset: 4 (I am somewhat annoyed and frustrated by the beeping, but not extremely so)
5. Strong: 3 (I am not feeling very strong or angry about the situation, but I am a bit annoyed)
6. Guilty: 2 (I don't feel guilty about the situation at all)
7. Scared: 1 (I am not scared or fearful about the"
Someone shouts at you about your driving.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone shouts at you about your driving.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 (I'm mildly interested in the situation and curious about what the person is upset about)
2. Distressed: 4 (I'm moderately distressed by the shouting and feel a bit uncomfortable)
3. Excited: 1 (I'm not excited or thrilled about the situation at all)
4. Upset: 4 (I'm moderately upset by the shouting and feel a bit annoyed)
5. Strong: 3 (I'm not feeling particularly strong or angry about the situation, but I'm not feeling very calm either)
6. Guilty: 2 (I don't feel guilty about the situation, but I do feel a bit self-conscious"
Someone does not move off straight away when the light turns green.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone does not move off straight away when the light turns green.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 (I am mildly interested in the situation and curious about what will happen next)
2. Distressed: 2 (I am not feeling particularly distressed or upset about the situation)
3. Excited: 4 (I am somewhat excited about the situation and anticipating what might happen)
4. Upset: 1 (I am not feeling upset or bothered by the situation)
5. Strong: 4 (I am feeling a moderate level of strong emotions, such as frustration or annoyance)
6. Guilty: 2 (I do not feel particularly guilty about the situation)
7. Scared: 1 (I am not feeling scared or fearful about the situation)
8. Hostile"
A pedestrian walks slowly across the middle of the street.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

A pedestrian walks slowly across the middle of the street.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 - I'm mildly interested in the pedestrian's slow movement across the street, but I'm not particularly invested in it.
2. Distressed: 1 - I don't feel distressed at all about the pedestrian's slow movement.
3. Excited: 2 - I'm slightly excited by the pedestrian's slow movement, but I'm not feeling overly enthusiastic.
4. Upset: 1 - I'm not upset by the pedestrian's slow movement.
5. Strong: 3 - I'm feeling a mild sense of excitement or interest in the pedestrian's slow movement.
6. Guilty: 1 - I"
"Someone is driving too slowly in the outside lane, and holding up traffic.",Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone is driving too slowly in the outside lane, and holding up traffic.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 - I am mildly interested in the situation, but I'm not particularly invested in it.
2. Distressed: 4 - I am somewhat distressed by the slow-moving vehicle holding up traffic, as it is causing inconvenience to other drivers.
3. Excited: 1 - I am not excited about the situation at all.
4. Upset: 4 - I am somewhat upset by the slow-moving vehicle, as it is disrupting the flow of traffic and causing frustration for other drivers.
5. Strong: 4 - My feelings are moderate, as I am somewhat annoyed and frustrated by the situation.
6. Guilty: 1 - I don't feel guilty about"
Someone is driving more slowly than is reasonable for the traffic flow.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone is driving more slowly than is reasonable for the traffic flow.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 - I'm mildly interested in the situation, but not overly so.
2. Distressed: 2 - I'm not feeling particularly distressed about the slow-driving person.
3. Excited: 1 - I'm not feeling excited about the situation at all.
4. Upset: 2 - I'm mildly upset that the person is driving slowly, but I'm not feeling overly upset.
5. Strong: 3 - I'm feeling a moderate level of frustration with the slow driver.
6. Guilty: 1 - I don't feel guilty about the situation at all.
7. Scared: 1 - I'm not feeling scared"
A slow vehicle on a winding road will not pull over and let people pass.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

A slow vehicle on a winding road will not pull over and let people pass.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 - I am mildly interested in the situation, but I'm not feeling particularly invested or engaged.
2. Distressed: 4 - I am feeling a bit uncomfortable and anxious about the situation, as the slow-moving vehicle is causing inconvenience and delay for other drivers.
3. Excited: 1 - I am not feeling excited or enthusiastic about the situation at all.
4. Upset: 4 - I am feeling a bit annoyed and frustrated by the slow-moving vehicle, but I'm not feeling overwhelmingly upset or angry.
5. Strong: 3 - I am feeling a moderate level of frustration and annoyance, but I'm not feeling"
Someone is slow in parking and holds up traffic.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

Someone is slow in parking and holds up traffic.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 3 - I'm mildly interested in the situation, but not overly so.
2. Distressed: 4 - I'm somewhat distressed by the slow parking and the hold-up in traffic, but not extremely so.
3. Excited: 1 - I'm not excited about the situation at all.
4. Upset: 4 - I'm somewhat upset by the delay, but not extremely so.
5. Strong: 3 - I'm not feeling very strong emotions about the situation.
6. Guilty: 2 - I don't feel guilty about the situation.
7. Scared: 1 - I'm not scared about the situation.
8. Hostile:"
You see a police car watching traffic from a hidden position.,Anger,Driving Situations,"[INST] Imagine you are in the following situation:

You see a police car watching traffic from a hidden position.

Now, please respond to the PANAS questionnaire. Rate how you feel right now, using a number from 1 to 5:
1 = Very slightly or not at all
5 = Extremely

1. Interested
2. Distressed
3. Excited
4. Upset
5. Strong
6. Guilty
7. Scared
8. Hostile
9. Enthusiastic
10. Proud
11. Irritable
12. Alert
13. Ashamed
14. Inspired
15. Nervous
16. Determined
17. Attentive
18. Jittery
19. Active
20. Afraid [/INST]  Sure, here's how I would rate my feelings in the situation you described using the PANAS questionnaire:

1. Interested: 4 (I am mildly interested in the situation, but not overly so)
2. Distressed: 1 (I am not feeling distressed at all)
3. Excited: 2 (I am slightly excited by the situation, but not overly so)
4. Upset: 3 (I am moderately upset by the situation)
5. Strong: 4 (I am somewhat strong in my feelings, but not extremely so)
6. Guilty: 2 (I do not feel guilty about the situation)
7. Scared: 3 (I am moderately scared about the situation)
8. Hostile: 4 (I am somewhat hostile towards the situation)
9. Enthusiastic"
