Scenario,True_Emotion,Mapped_Emotion,Factor,Predicted_Emotion,Match,Top_Emotion_1,Score_1,Top_Emotion_2,Score_2,Top_Emotion_3,Score_3
"You wake up to another quiet morning, scrolling through your phone to find no new messages or notifications. As you walk past the empty lunch table at work, your colleagues engaged in animated conversations, you can't help but feel like an outsider, the invisible presence no one acknowledges. The weight of loneliness settles upon you, suffocating any glimmer of connection you yearn for.",Depression,depression,Social Isolation,sadness,False,sadness,0.66026771068573,neutral,0.1610321700572967,fear,0.1245240196585655
"As you sit alone in your apartment, the sounds of laughter and conversation from the neighbors' gathering outside drift through the walls, a stark reminder of the invisible barrier that separates you from the warmth and connection you once had. The silence in your own space is deafening, amplifying the ache in your heart and the heaviness of your solitude, leaving you feeling trapped in a world where everyone else has moved on.",Depression,depression,Social Isolation,sadness,False,sadness,0.6092219948768616,neutral,0.3025917410850525,fear,0.0368697121739387
"As you step outside, a bitter cold bites at your exposed skin, causing you to huddle deeper into your coat. The world around you is covered in a blanket of snow, its pristine beauty contrasting with the emptiness you feel inside. The absence of vibrant colors and the prolonged darkness leave you longing for the warmth and energy of sunlit days, evoking a sense of desolation.",Depression,depression,Winter,sadness,False,sadness,0.353209912776947,fear,0.2074919939041137,neutral,0.1768933236598968
"As you gaze out of your frost-covered window, the once vibrant streets now appear deserted, wrapped in a melancholic silence. The grey skies loom overhead, casting a shadow on your spirit, matching the barren trees that seem to reflect your inner emptiness. The bitter cold seeps through every crack, reminding you of the warmth and life that once existed, now lost in the icy grip of winter.",Depression,depression,Winter,sadness,False,sadness,0.725714921951294,fear,0.128067672252655,neutral,0.0993584990501403
"As you gaze out the frost-covered windowpane, the world appears shrouded in a monochromatic stillness. The biting cold seeps through the cracks, isolating you from the vibrant life outside. The distant laughter of children building snowmen serves as a stark reminder of the joy that feels forever out of reach",Depression,depression,Winter,sadness,False,sadness,0.4053959846496582,fear,0.2098986357450485,anger,0.1610368937253952
"As you walk through the quiet streets in winter, a blanket of snow covers everything, muffling the usual lively sounds. The bare trees stand like solemn witnesses to the cold and desolate landscape, reflecting the emptiness you feel within. The fading daylight casts long shadows, adding to the sense of isolation and melancholy that grips your heart.",Depression,depression,Winter,fear,False,fear,0.5152038335800171,neutral,0.2187803089618683,disgust,0.0908837467432022
"As you step out into the bitter cold, the sharp winter wind bites at your exposed skin, seeping through every layer of clothing. The once vibrant landscape is now a barren wasteland, covered in a thick blanket of snow, devoid of life and color. The gloomy gray skies overhead match the heaviness in your heart, as you navigate the desolate streets, feeling isolated and longing for the warmth and brightness of spring.",Depression,depression,Winter,sadness,False,sadness,0.329487681388855,joy,0.1996916234493255,neutral,0.1698592454195022
"A friend lets you down on a date, and calls you the following day to let you know that he/she didn't feel like meeting with you and went out with other people instead.",Frustration,anger,Disappointments and Letdowns,anger,True,anger,0.3994324803352356,neutral,0.2495578825473785,sadness,0.2300448715686798
"You arrange with a good friend to go out together, and he/she will contact you to meet each other. You don't hear from him/her.",Frustration,anger,Disappointments and Letdowns,neutral,False,neutral,0.3733975887298584,sadness,0.3126727938652038,joy,0.1098068580031395
Your clock failed to wake you up in the morning and you miss the final class of a course.,Frustration,anger,Disappointments and Letdowns,neutral,False,neutral,0.3748506605625152,sadness,0.1956722289323806,anger,0.1325146257877349
You miss a popular party because you fall asleep at home.,Frustration,anger,Disappointments and Letdowns,sadness,False,sadness,0.4054607450962066,disgust,0.1763658374547958,neutral,0.1748245656490326
"You're out for a drink after a hard day's work, and you have to wait 30 minutes before you are served.",Frustration,anger,Disappointments and Letdowns,neutral,False,neutral,0.4120821356773376,disgust,0.279306948184967,anger,0.1963791698217392
Your roommates went to the movies without informing you.,Frustration,anger,Disappointments and Letdowns,neutral,False,neutral,0.2703775763511657,disgust,0.2499232590198516,surprise,0.1668383330106735
Your friend is in a coma after an accident.,Frustration,anger,Unforeseen Obstacles and Accidents,neutral,False,neutral,0.3843210637569427,sadness,0.3528663218021393,disgust,0.1280687749385833
A floppy disk holding an important school assignment is destroyed by your computer.,Frustration,anger,Unforeseen Obstacles and Accidents,disgust,False,disgust,0.3134422898292541,sadness,0.2498717755079269,anger,0.1916576325893402
A swimming appointment is cancelled because one of your friends falls ill.,Frustration,anger,Unforeseen Obstacles and Accidents,sadness,False,sadness,0.4173923134803772,neutral,0.286388099193573,fear,0.1735971122980117
"Upon leaving class, you notice that a police officer is removing your bike because it was illegally parked.",Frustration,anger,Unforeseen Obstacles and Accidents,neutral,False,neutral,0.5773245096206665,disgust,0.1986670196056366,anger,0.1329042315483093
"You are hit by a car on your way to an important appointment, causing you to miss the appointment.",Frustration,anger,Unforeseen Obstacles and Accidents,sadness,False,sadness,0.3602523803710937,neutral,0.3144305646419525,surprise,0.1029835790395736
"You are hit on your bike by another biker. He/she apologises, and proposes to pay back the damage to your bike.",Frustration,anger,Unforeseen Obstacles and Accidents,neutral,False,neutral,0.7324689030647278,disgust,0.1072179079055786,anger,0.0782455056905746
A floppy disk holding an important school assignment is destroyed by your computer.,Frustration,anger,Unforeseen Obstacles and Accidents,sadness,False,sadness,0.3959794044494629,neutral,0.2445892095565796,anger,0.1447333544492721
A fellow student fails to return your notes when you need them for studying.,Frustration,anger,Unforeseen Obstacles and Accidents,anger,True,anger,0.5747383236885071,disgust,0.1317451000213623,neutral,0.1133764162659645
You bump into someone on the street.,Frustration,anger,Unforeseen Obstacles and Accidents,disgust,False,disgust,0.3175573050975799,neutral,0.289799153804779,sadness,0.1461398303508758
"The waiter in a restaurant informs you that it may take a while before you can eat because it is a busy evening. Finally, you are served after 50 minutes of waiting.",Frustration,anger,Miscommunications and Misunderstanding,neutral,False,neutral,0.2309013903141021,joy,0.202538177371025,surprise,0.1972291022539138
"On holiday with friends, you arrange that each, in turn, has to carry the heavy tent gear. One day, the tent gear is missing.",Frustration,anger,Miscommunications and Misunderstanding,anger,True,anger,0.4663884043693542,neutral,0.2959580719470978,fear,0.1176309734582901
"You have arranged for a hotel room with sea-view. Upon arrival, you are given a room without a sea-view.",Frustration,anger,Miscommunications and Misunderstanding,sadness,False,sadness,0.2620740234851837,neutral,0.2533386647701263,anger,0.1961269378662109
"A friend returns your CD player, claiming that everything is OK, but it turns out to be broken afterwards.",Frustration,anger,Miscommunications and Misunderstanding,neutral,False,neutral,0.4720500111579895,anger,0.2555521726608276,surprise,0.104891613125801
A fellow student fails to return your notes when you need them for studying.,Frustration,anger,Miscommunications and Misunderstanding,anger,True,anger,0.4034274518489837,sadness,0.2467775791883468,disgust,0.1896251589059829
You are in love with someone but he/she is more interested in someone else.,Frustration,anger,Rejection and Interpersonal Issues,sadness,False,sadness,0.431614339351654,fear,0.2239177972078323,disgust,0.1940589398145675
"You arrange with your roommates that each in turn has to put out the garbage. When it someone else's turn, you noticed that he/she didn't clean up.",Frustration,anger,Rejection and Interpersonal Issues,anger,True,anger,0.5313433408737183,disgust,0.2803908288478851,neutral,0.1548528224229812
You hear that a friend is spreading gossip about you.,Frustration,anger,Rejection and Interpersonal Issues,anger,True,anger,0.4102768301963806,fear,0.2076976001262664,joy,0.1739124357700348
You are fired from your holiday job.,Frustration,anger,Rejection and Interpersonal Issues,anger,True,anger,0.4344001710414886,sadness,0.2053577899932861,neutral,0.1448434293270111
"You have a group assignment with some fellow students. They don't work hard, and you all get a bad grade.",Frustration,anger,Rejection and Interpersonal Issues,anger,True,anger,0.6995305418968201,neutral,0.2151100635528564,disgust,0.0493502393364906
Your spouse/partner provided/received emotional support to his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),neutral,False,neutral,0.3181727826595306,disgust,0.2489428967237472,fear,0.1997054517269134
Your spouse/partner engaged in conversational messages/emails with his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),disgust,False,disgust,0.3026978373527527,anger,0.2271019518375396,surprise,0.1979835033416748
Your spouse/partner complimented appearance of his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),neutral,False,neutral,0.3554503321647644,anger,0.2140265256166458,fear,0.1995010375976562
Your spouse/partner engaged in in touch while talking with his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),neutral,False,neutral,0.2838211357593536,fear,0.2106059789657592,surprise,0.2033502608537674
Your spouse/partner discussed relationship issues with his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),anger,False,anger,0.3350192010402679,disgust,0.3161103725433349,neutral,0.2160463333129882
Your spouse/partner shared a meal alone together with his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),neutral,False,neutral,0.437089204788208,anger,0.2326826602220535,joy,0.2124400436878204
Your spouse/partner engaged in flirtatious conversation with his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),disgust,False,disgust,0.2675894498825073,anger,0.2648500204086303,sadness,0.2150506675243377
Your spouse/partner talked about sex with his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),disgust,False,disgust,0.4498169422149658,anger,0.435863584280014,sadness,0.0612144283950328
Your spouse/partner discussed romantic feelings with his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),disgust,False,disgust,0.303680956363678,joy,0.2684641182422638,sadness,0.2096879929304123
Your spouse/partner shared a kiss on the lips with his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),anger,False,anger,0.3558495640754699,disgust,0.2880000472068786,neutral,0.1700611561536789
Your spouse/partner engaged in oral or penetrative sex with his/her colleague of an opposite sex.,Jealousy,envy,Romantic (Opposite Gender),neutral,False,neutral,0.3117927610874176,disgust,0.272669106721878,anger,0.2328574359416961
Your spouse/partner provided/received emotional support to his/her colleague of a same sex.,Jealousy,envy,Romantic (Same Gender),disgust,False,disgust,0.4120115339756012,neutral,0.1669314503669738,fear,0.1605643928050995
Your spouse/partner engaged in conversational messages/emails with his/her colleague of a same sex.,Jealousy,envy,Romantic (Same Gender),neutral,False,neutral,0.5473747253417969,disgust,0.2354205548763275,anger,0.1323020160198211
If your classmate talks back to you when there's no reason. That there is no real reason to oppose.,Anger,,Facing Self-Opinioned People,anger,True,anger,0.4536449313163757,sadness,0.3233743011951446,surprise,0.1871224343776703
"If some older people like your parents are discussing a movieand you want to join in, and they say you wouldn't understand. Sometimes they say you have to understand. Some other times you're too young. It doesn't matter if you're young; you can understand anyway.",Anger,,Facing Self-Opinioned People,anger,True,anger,0.5326585173606873,joy,0.3657718300819397,sadness,0.0612023659050464
"When your classmate says the Earth is flat and they think is right, but you know it's wrong and they won't admit they're wrong. Their stubbornness, not wanting to confess to a mistake.",Anger,,Facing Self-Opinioned People,joy,False,joy,0.577903151512146,anger,0.2095910608768463,sadness,0.2076734602451324
"When you know you're right, but the others say your view is wrongelse and you cannot prove you're right.",Anger,,Facing Self-Opinioned People,anger,True,anger,0.4420661330223083,joy,0.3361769020557403,sadness,0.1230252385139465
When you know you're right and nobody listens to your arguments. You feel pushed around and nobody listens to you.,Anger,,Facing Self-Opinioned People,sadness,False,sadness,0.4118519425392151,anger,0.356983482837677,joy,0.2115033119916916
"In debates and discussions when you hear arguments that have already been refuted during the meeting (like irrelevant prejudice). In other words, stubborn arguing. Especially the stupidity and the fear of confessing to such mistakes, in spite of all counterevidence, still go on with more and more words.",Anger,,Facing Self-Opinioned People,anger,True,anger,0.5964450836181641,sadness,0.2017314732074737,joy,0.200266808271408
Discussions with a gang of buddies. Everybody's against what you have said. You think they are completely wrong. And they say the most ridiculous things. And they get mad and start yelling. And when they won't listen or understand. And all they do is yell.,Anger,,Facing Self-Opinioned People,anger,True,anger,0.5981172323226929,sadness,0.3969213366508484,fear,0.0033009711187332
When your classmate contradicts you when you know you're right.,Anger,,Facing Self-Opinioned People,anger,True,anger,0.5987424850463867,sadness,0.3927586078643799,love,0.0050904685631394
When your classmate contradicts you and you know you're right. They are not listening to you.,Anger,,Facing Self-Opinioned People,joy,False,joy,0.3928675055503845,anger,0.3811315894126892,sadness,0.2207446545362472
"If you say 40, your classmates say 70. When they say exactly the opposite.",Anger,,Facing Self-Opinioned People,joy,False,joy,0.5545893311500549,anger,0.2940697371959686,sadness,0.109643317759037
"When your classmate denies the existence of a famous landmarkyou know you're right about (often things you've heard on TV). People don't believe in you but persist in saying you're wrong, though you can almost prove it. (But you are as obstinate as a mule yourself).",Anger,,Facing Self-Opinioned People,joy,False,joy,0.5920490026473999,anger,0.3981414437294006,sadness,0.005700955633074
"If you mention an important historical event that you know is true, but still nobody believes you. Then you get mad. It is the people who don't believe you that make you angry.",Anger,,Facing Self-Opinioned People,anger,True,anger,0.7311681509017944,joy,0.2217187136411667,sadness,0.0404736585915088
When your older brother has taken money from Mom's purse and you are blamed because you're the youngest one. They accuse you though you didn't take it.,Anger,,"Blaming, Slandering, and Tattling",sadness,False,sadness,0.7172857522964478,anger,0.2804913222789764,fear,0.0009879736462607
If your mother blames you for breaking a vase that you have not done.,Anger,,"Blaming, Slandering, and Tattling",anger,True,anger,0.6250187158584595,sadness,0.3688089847564697,fear,0.0042796907946467
"When your mom has lost some money, she always puts the blame on you and thinks you took it. She always thinks you are the one to blame.",Anger,,"Blaming, Slandering, and Tattling",anger,True,anger,0.5408257842063904,sadness,0.4488993287086487,fear,0.0079516386613249
"When you're tired and have slept too little, and everybody just keeps nagging at you at home, you get put out and would rather have peace and quiet.",Anger,,"Blaming, Slandering, and Tattling",sadness,False,sadness,0.5236531496047974,joy,0.3331508040428161,fear,0.0854857712984085
"When your parents take their bad morning mood out on you, even though it's none of your business, you think that people who are in a bad temper don't necessarily have to let it come out on other people if it isn't necessary.",Anger,,"Blaming, Slandering, and Tattling",sadness,False,sadness,0.5816512703895569,anger,0.221403032541275,joy,0.1948203146457672
"When you and your mom are quarreling about the dirty dishes in the sink, and she becomes overly fixated on the smallest details, like a misplaced spoon or a slightly greasy plate, you quickly lose your patience.",Anger,,"Blaming, Slandering, and Tattling",anger,True,anger,0.5027827024459839,joy,0.2777625322341919,fear,0.1538861691951751
"When your sibling yells and shouts at you for a small spill, insisting on repeatedly nagging about it, you believe that it's enough to say something once, and then you grasp it.",Anger,,"Blaming, Slandering, and Tattling",anger,True,anger,0.7855691909790039,sadness,0.2078848332166671,fear,0.004464722238481
"You get angry when people talk behind your back, or your friend's back. Because those who do so are so mean and such cowards that they don't dare to tell you or your friend directly.",Anger,,"Blaming, Slandering, and Tattling",anger,True,anger,0.7971385717391968,sadness,0.2004525363445282,fear,0.0014774205628782
"You get mad when your friends talk rubbish about you and you find out about it. You get terribly mad because when your friends say nasty things, you feel out of it.",Anger,,"Blaming, Slandering, and Tattling",sadness,False,sadness,0.3752622902393341,fear,0.2189840078353881,anger,0.2008143961429596
When you're kind to a friend and he is not. You want to be treated yourself the way you treat your friends.,Anger,,"Blaming, Slandering, and Tattling",love,False,love,0.4839394688606262,joy,0.4226598143577575,anger,0.0858067348599433
"When friends fall out and one of them, out of revenge, is spreading false rumors. They cannot have it out with each other instead. It is not nice to have to deal with rumors.",Anger,,"Blaming, Slandering, and Tattling",sadness,False,sadness,0.7813316583633423,anger,0.2098393142223358,joy,0.0054485988803207
"When your classmates are bullied. You have been bullied yourself and know how it feels. You get angry because you cannot help being different, having glasses, or being oddly dressed.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",sadness,False,sadness,0.4928213953971863,anger,0.4627755582332611,fear,0.0344610288739204
"When older students physically bully a smaller classmate who is defenseless, it angers you.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",anger,True,anger,0.6484119892120361,fear,0.3381922245025635,sadness,0.0070555387064814
"You get angry when your two brothers start a fight with you, particularly when your parents are not around. When they hit you in the belly, causing pain that makes you mad and retaliate, they respond by hitting you even harder.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",anger,True,anger,0.3950187265872955,fear,0.2289777100086212,sadness,0.2133409231901168
When your pal has a book she won't show you. Because you think she has written something about you.,Anger,,"Bullying, Teasing, Insulting, and Disparaging",joy,False,joy,0.3957509100437164,sadness,0.2092148065567016,anger,0.1832005530595779
"You get angry when one of the girls in your class is teasing you. It's not fun to get mad, you think.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",anger,True,anger,0.9846399426460266,joy,0.0108531089499592,fear,0.0019378729630261
"If a boy kicks a ball at you on purpose and everybody laughs, you get mad. He makes everyone laugh and then it hurts for a while.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",anger,True,anger,0.3990420997142792,fear,0.3781159818172455,joy,0.1999208927154541
"When your classmate points to your friend's outfit and laughs at it, making your friend feel feared and hurt.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",sadness,False,sadness,0.5940002799034119,anger,0.3990209102630615,fear,0.0061027156189084
When your classmate insults you and says something unjustified. You feel Guilty and work yourself up about the one who said it and want to really give it back to them.,Anger,,"Bullying, Teasing, Insulting, and Disparaging",sadness,False,sadness,0.6000803709030151,anger,0.1998472064733505,love,0.1222105845808982
"When your close friend tells you that they love your new haircut, but you later discover they were just trying to be polite and didn't actually like it. You feel foolish and frustrated, realizing that their compliment wasn't genuine, and it angers you when you think about it.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",sadness,False,sadness,0.7963859438896179,fear,0.1952681243419647,anger,0.005072854924947
"You get very mad when your close friend teases you about a mistake you made in class,and your other classmates join in, even though it's none of their business.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",anger,True,anger,0.6295531988143921,sadness,0.2041345834732055,surprise,0.1251820027828216
"When you are teased by a group of classmates, and you see their laughing faces as they enjoy making fun of another person, you think that teasing is incredibly foolish and completely unnecessary.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",sadness,False,sadness,0.9190136790275574,joy,0.0661160200834274,anger,0.010824735276401
You get mad when they tease you and call you fatty.,Anger,,"Bullying, Teasing, Insulting, and Disparaging",anger,True,anger,0.4018063545227051,sadness,0.3964948654174804,joy,0.2005046159029007
"You get mad when your older brother teases you about your choice of music, making fun of your favorite songs and artists, even though his reasons are very foolish and ridiculous.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",anger,True,anger,0.775254487991333,sadness,0.2056450843811035,joy,0.0068362988531589
"When your little brother runs in and out of your room while you have friends at home, intentionally trying to make you mad and tease you.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",anger,True,anger,0.934714674949646,fear,0.0578153319656848,sadness,0.0048791407607495
"When your brother hits you without reason and you ask him why, but he only laughs at you while you're seeking an explanation.",Anger,,"Bullying, Teasing, Insulting, and Disparaging",anger,True,anger,0.8799682855606079,sadness,0.0825119242072105,fear,0.0308250822126865
"When you're tired and busy with your homework and things go wrong, you get mad. Because you're tired and you think everything goes wrong.",Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.7977440357208252,fear,0.1729543656110763,sadness,0.0251335203647613
"When everything goes wrong. You're alone, there is no one else to blame. Something breaks down, and you don't have a clean blouse to put on. You get mad at yourself for not having washed that blouse, etc. It's your laziness and dullness you get mad at. If someone is there with you, for example, your mom, you will blame your laziness on her.",Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.4874079823493957,sadness,0.4172171950340271,joy,0.0891342610120773
When local tycoons or people in high positions abuse power. It is not the money that makes you mad but the fact that such idiots can have such a high position.,Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.4008757472038269,sadness,0.2174637764692306,surprise,0.1982161700725555
"When you wake up and put on your sweater, but you get it wrong. That you get your sweater all wrong.",Anger,,Silly and Thoughtless Behaviors,fear,False,fear,0.3291590809822082,sadness,0.2596891522407532,joy,0.2111892253160476
"When the alarm has rung in the morning, but you stay in bed and fall asleep again. That you don't have time to get ready in peace and quiet but have to fling your clothes on before leaving.",Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.5180357098579407,sadness,0.4235808849334717,joy,0.03180518373847
When you have made a mistake in a test and don't get time to correct it. When you know you made an error and cannot correct it in time.,Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.5616040825843811,sadness,0.2596279978752136,joy,0.1641150414943695
"When the government allows the destruction of a beautiful place where there are farms, and they suddenly appear with Caterpillars and announce their plans to build houses there. Because you believe the government should prioritize the preservation of existing green areas instead of constructing skyscrapers.",Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.4283387064933777,joy,0.4079143404960632,sadness,0.1273410618305206
"You are at a store waiting to be helped, but the clerks are talking to each other and ignoring you.",Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.7361273765563965,sadness,0.1797199547290802,fear,0.0722267925739288
You get home from the drive-thru and realize that you were given the wrong food.,Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.7772403955459595,sadness,0.21732959151268,fear,0.0038984604179859
A stranger bumps into you at the mall and doesn't apologize.,Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.6878153681755066,sadness,0.2069694548845291,fear,0.0932981520891189
"When your younger sibling deliberately ""pinches"" your toys, especially if it's something expensive that you just bought, and they don't even acknowledge the damage, it angers you.",Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.6609158515930176,sadness,0.2855057716369629,fear,0.0513924844563007
"When your roommate intentionally destroys your laptop, especially if it's a new one that you recently purchased, and they don't even acknowledge the damage, it angers you. ",Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.4704719483852386,sadness,0.3819179534912109,fear,0.0742252171039581
"You get angry when you're at home because your parents constantly move your things from where you originally placed them, leaving you feeling frustrated and unable to find your belongings.",Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.474949836730957,sadness,0.2120756804943084,fear,0.2014988213777542
Your new roommate doesn't clean up the kitchen after having some friends over.,Anger,,Silly and Thoughtless Behaviors,anger,True,anger,0.6807578802108765,sadness,0.2877271473407745,fear,0.0177658796310424
Someone is driving very close to your rear bumper.,Anger,,Driving Situations,fear,False,fear,0.5973747372627258,anger,0.3324095010757446,sadness,0.0686253607273101
Someone cuts in right in front of you on the motorway.,Anger,,Driving Situations,anger,True,anger,0.6420709490776062,fear,0.3189441263675689,sadness,0.0220539215952157
Someone cuts in and takes the parking spot you have been waiting for.,Anger,,Driving Situations,fear,False,fear,0.3620302379131317,anger,0.2964738011360168,love,0.2000635117292404
Someone backs out right in front of you without looking.,Anger,,Driving Situations,anger,True,anger,0.9778013229370116,fear,0.016733506694436,sadness,0.0030699986964464
Someone coming towards you does not dim their headlights at night.,Anger,,Driving Situations,fear,False,fear,0.4632582664489746,anger,0.2275316268205642,joy,0.2121695578098297
At night someone is driving right behind you with bright lights on.,Anger,,Driving Situations,fear,False,fear,0.7657194137573242,sadness,0.2010056525468826,surprise,0.0266950465738773
Someone speeds up when you try to pass them.,Anger,,Driving Situations,anger,True,anger,0.5289527177810669,fear,0.4373440742492676,sadness,0.0265211947262287
Someone pulls our right in front of you when there is no one behind you.,Anger,,Driving Situations,anger,True,anger,0.9280487298965454,sadness,0.0494336113333702,joy,0.0122261457145214
A cyclist is riding in the middle of the lane and slowing traffic.,Anger,,Driving Situations,anger,True,anger,0.9031974077224731,fear,0.0874868482351303,sadness,0.0047777369618415
You are stuck in a traffic jam.,Anger,,Driving Situations,anger,True,anger,0.6031370162963867,fear,0.1998902410268783,joy,0.1951409876346588
You hit a deep pothole that was not marked.,Anger,,Driving Situations,sadness,False,sadness,0.5223685503005981,fear,0.2364111840724945,joy,0.1244038790464401
Driving behind a truck which has material flapping around in the back.,Anger,,Driving Situations,fear,False,fear,0.4293181002140045,anger,0.3596163690090179,joy,0.1776160299777984
Driving behind a vehicle that is smoking badly or giving off diesel fumes.,Anger,,Driving Situations,fear,False,fear,0.8410032987594604,sadness,0.0904565006494522,anger,0.0546344630420208
A truck kicks up sand or gravel on the car you are driving.,Anger,,Driving Situations,anger,True,anger,0.6569682955741882,sadness,0.202079102396965,fear,0.1379629671573639
Driving behind a large truck and you cannot see around it.,Anger,,Driving Situations,fear,False,fear,0.5269838571548462,joy,0.2397044003009796,anger,0.1653968244791031
You encounter road works and detours.,Anger,,Driving Situations,fear,False,fear,0.4668127000331878,anger,0.3602725565433502,sadness,0.1613435000181198
Someone makes an obscene gesture towards you about your driving.,Anger,,Driving Situations,anger,True,anger,0.6155961751937866,fear,0.1882957518100738,joy,0.1871762424707412
Someone beeps at you about your driving.,Anger,,Driving Situations,anger,True,anger,0.7373629808425903,fear,0.1297505646944046,joy,0.1245708614587783
Someone shouts at you about your driving.,Anger,,Driving Situations,anger,True,anger,0.9604412913322448,sadness,0.0258298460394144,fear,0.0106897074729204
Someone does not move off straight away when the light turns green.,Anger,,Driving Situations,anger,True,anger,0.3333595991134643,joy,0.3108282089233398,fear,0.2239694148302078
A pedestrian walks slowly across the middle of the street.,Anger,,Driving Situations,fear,False,fear,0.5462453365325928,joy,0.3043073713779449,anger,0.1299340724945068
"Someone is driving too slowly in the outside lane, and holding up traffic.",Anger,,Driving Situations,anger,True,anger,0.5613979697227478,fear,0.2442564964294433,joy,0.1507520079612732
Someone is driving more slowly than is reasonable for the traffic flow.,Anger,,Driving Situations,anger,True,anger,0.7586396932601929,fear,0.2140371352434158,sadness,0.0227659158408641
A slow vehicle on a winding road will not pull over and let people pass.,Anger,,Driving Situations,fear,False,fear,0.5494112372398376,anger,0.3368527889251709,sadness,0.0627653449773788
Someone is slow in parking and holds up traffic.,Anger,,Driving Situations,anger,True,anger,0.9506398439407348,fear,0.0363370552659034,sadness,0.0093801394104957
You see a police car watching traffic from a hidden position.,Anger,,Driving Situations,fear,False,fear,0.4452144503593445,anger,0.3001298308372497,joy,0.2152617275714874
You pass a speed camera.,Anger,,Driving Situations,fear,False,fear,0.3685379922389984,joy,0.2244904786348343,surprise,0.2107544690370559
A police car is driving in traffic close to you.,Anger,,Driving Situations,fear,False,fear,0.6494999527931213,anger,0.3318598866462707,joy,0.0109629267826676
A police officer pulls you over.,Anger,,Driving Situations,fear,False,fear,0.5659798383712769,anger,0.2124202251434326,sadness,0.2058933973312378
Someone is driving too fast for the road conditions.,Anger,,Driving Situations,fear,False,fear,0.537176251411438,joy,0.3174926936626434,anger,0.1359450072050094
Someone is weaving in and out of traffic.,Anger,,Driving Situations,fear,False,fear,0.462200403213501,anger,0.3417024314403534,joy,0.1857380867004394
Someone runs a red light or stop sign.,Anger,,Driving Situations,anger,True,anger,0.3070579171180725,fear,0.2903532981872558,sadness,0.2218790501356125
Someone is driving well above the speed limit.,Anger,,Driving Situations,anger,True,anger,0.4933139383792877,fear,0.3061505258083343,joy,0.1924164742231369
You are driving through a residential area when someone backs their car out of the driveway and nearly hits you.,Anger,,Driving Situations,anger,True,anger,0.4900527596473694,joy,0.3494439423084259,sadness,0.1209498271346092
You are stuck behind a slow driver on an otherwise open road.,Anger,,Driving Situations,anger,True,anger,0.7157348394393921,sadness,0.2737854421138763,fear,0.008502478711307
You do not have control over your exam score.,Anxiety,,External Factors,joy,False,joy,0.5791599154472351,anger,0.4073334336280823,sadness,0.00831831805408
You cannot change the outcome of your job interview.,Anxiety,,External Factors,sadness,False,sadness,0.3900372385978699,joy,0.2144706547260284,love,0.1998389065265655
You cannot cope with the loss of a loved one.,Anxiety,,External Factors,sadness,False,sadness,0.756742000579834,joy,0.1995411664247512,fear,0.0410260595381259
You do not know what to do when facing a difficult financial situation.,Anxiety,,External Factors,joy,False,joy,0.38307985663414,sadness,0.3494560420513153,anger,0.2287330627441406
You are unprepared for the unexpected changes in your travel plans.,Anxiety,,External Factors,fear,False,fear,0.603203535079956,joy,0.3676543831825256,anger,0.0126662999391555
You hope the heavy traffic goes away soon.,Anxiety,,External Factors,anger,False,anger,0.6498762369155884,fear,0.2011885941028595,sadness,0.1200120002031326
You hope the repair work in your home will be over soon.,Anxiety,,External Factors,sadness,False,sadness,0.3606764376163482,anger,0.2999969720840454,joy,0.2378410547971725
Realizing that your home has been given a low appraisal value by the appraiser is not good.,Anxiety,,External Factors,anger,False,anger,0.504077136516571,sadness,0.3601795136928558,fear,0.0785794258117675
